,A1,A2,ttest_p,A2_expr_A1_NE,A2_expr_A1_E,ttest_p_correct,SL,A1_ensembl,A2_ensembl,percent_matched_in_paralog,WGD,any_complex,any_essential,same_complex,same_chr,closest,A1_entrez,A2_entrez
787,METTL7A,METTL7B,0.7870418202401848,1.809149855222474,1.7418723701515066,0.928180820570457,False,ENSG00000185432,ENSG00000170439,0.581967,SSD,False,False,False,True,True,25840,196410
788,P2RX4,P2RX1,0.4447409809753355,0.4220287503818752,0.6873118087772817,0.7428685439799223,False,ENSG00000135124,ENSG00000108405,0.487624,WGD,False,False,False,False,True,5025,5023
789,MAP2K2,MAP2K1,0.02095950880391317,5.462944575858952,5.154155176928335,0.11082949568115716,False,ENSG00000126934,ENSG00000169032,0.7975,WGD,True,False,True,False,True,5605,5604
790,PTPN2,PTPN1,0.19740590318480605,5.2036790022904365,4.8120889246116665,0.4859016750922357,False,ENSG00000175354,ENSG00000196396,0.5566270000000001,WGD,True,False,False,False,True,5771,5770
791,GRB2,GRAP,2.1843812079318613e-11,0.9128191794718374,0.2861248168820336,7.641133494669338e-10,True,ENSG00000177885,ENSG00000154016,0.5944699999999999,WGD,True,False,False,True,True,2885,10750
792,AOC3,AOC2,0.10985409182419653,1.0679179671718055,1.4962433469395715,0.3499555044276944,False,ENSG00000131471,ENSG00000131480,0.646134,SSD,False,False,False,True,True,8639,314
793,RDH10,SDR16C5,0.4794397548594829,0.7436661919336351,1.0785207039278857,0.7661835206290247,False,ENSG00000121039,ENSG00000170786,0.392962,SSD,False,False,False,True,True,157506,195814
794,AFF3,AFF2,0.6751843078664195,0.4085026129328209,0.5355437384570666,0.8758614730652803,False,ENSG00000144218,ENSG00000155966,0.395683,SSD,False,False,False,False,True,3899,2334
795,CCNE1,CCNE2,0.0004006954418754331,3.494967236874252,2.7789652211256293,0.00439075306488803,True,ENSG00000105173,ENSG00000175305,0.4829270000000001,WGD,True,True,False,False,True,898,9134
796,EP300,CREBBP,0.0032818013688430967,3.942903613789552,4.127466321566532,0.027011749728170102,False,ENSG00000100393,ENSG00000005339,0.612676,WGD,True,True,True,False,True,2033,1387
797,GNB1,GNB4,0.06729731493003925,3.0913465098367583,2.1187941492785,0.2555612022082284,False,ENSG00000078369,ENSG00000114450,0.908824,WGD,True,False,False,False,True,2782,59345
798,YPEL4,YPEL3,0.19599291464131244,3.5677916984073077,4.1561968438,0.4843110801141017,False,ENSG00000166793,ENSG00000090238,0.748031,WGD,False,False,False,False,True,219539,83719
799,KCNJ9,KCNJ6,0.7212780059028021,0.1603362598204785,0.10826255406546363,0.9023231546925821,False,ENSG00000162728,ENSG00000157542,0.6870229999999999,WGD,False,False,False,False,True,3765,3763
800,WDTC1,DCAF8,0.7957862164282341,6.091786692567407,6.113075360690762,0.9310739943207156,False,ENSG00000142784,ENSG00000132716,0.206795,SSD,False,False,False,True,True,23038,50717
801,PEF1,SRI,0.4243003578308727,6.9552028247931394,6.891367591645743,0.7226613772419077,False,ENSG00000162517,ENSG00000075142,0.285211,SSD,True,False,False,False,True,553115,6717
802,VCPKMT,METTL21A,0.7530894077229678,4.400794331596547,4.460748263394375,0.9152886620714582,False,ENSG00000100483,ENSG00000144401,0.305677,SSD,False,False,False,False,True,79609,151194
803,EEF1AKMT3,METTL21A,0.6739538283452883,4.3999952164476115,4.473783253356842,0.8750685359799606,False,ENSG00000123427,ENSG00000144401,0.40708,WGD,False,False,False,False,True,25895,151194
804,AP1G2,AP1G1,0.020254714685255585,4.9850108848325325,4.811833498945479,0.10772902342830384,False,ENSG00000213983,ENSG00000166747,0.614013,WGD,True,False,True,False,True,8906,164
805,GFI1,GFI1B,0.007415231117300569,0.10286307617193892,0.6892043765386272,0.05070791504650276,False,ENSG00000162676,ENSG00000165702,0.476303,WGD,True,True,False,False,True,2672,8328
806,GNA11,GNAQ,5.6704292259562306e-05,3.8041817585108215,1.9359138424989837,0.0007584199089716459,True,ENSG00000088256,ENSG00000156052,0.902507,WGD,True,False,True,False,True,2767,2776
807,BIRC2,BIRC3,0.003849083902943073,2.737899094780341,1.6236997807604998,0.0305741642770893,True,ENSG00000110330,ENSG00000023445,0.710356,SSD,True,False,False,True,True,329,330
808,MEIS3,MEIS2,0.3781600672284493,3.2562426948529346,3.804631407493334,0.6877108695399801,False,ENSG00000105419,ENSG00000134138,0.622328,WGD,False,False,False,False,True,56917,4212
809,KMT2A,KMT2B,0.6540188755567391,2.487460621730912,2.527943874189079,0.8659033254287284,False,ENSG00000118058,ENSG00000272333,0.277946,SSD,True,True,False,False,True,4297,9757
810,FAM126B,FAM126A,2.6386604943943353e-19,3.983972985790628,0.31275151038507504,1.7776753478901095e-17,True,ENSG00000155744,ENSG00000122591,0.5037739999999999,WGD,True,True,False,False,True,285172,84668
811,LARP4,LARP4B,0.0653141663105897,4.73257422064642,4.567782427273683,0.25011888109255304,False,ENSG00000161813,ENSG00000107929,0.319178,WGD,False,False,False,False,True,113251,23185
812,ESRRA,ESRRB,0.8679314021686455,0.18661668985373725,0.19966688547202,0.9548721409133434,False,ENSG00000173153,ENSG00000119715,0.6004729999999999,WGD,False,False,False,False,True,2101,2103
813,ISG20L2,AEN,1.099942409044137e-06,4.2891223344560565,4.668292253784856,2.0416277980115162e-05,False,ENSG00000143319,ENSG00000181026,0.368272,WGD,False,False,False,False,True,81875,64782
814,REEP1,REEP2,0.627966877204821,1.9700455438975355,2.1932258455313844,0.856614473328838,False,ENSG00000068615,ENSG00000132563,0.625,WGD,True,False,False,False,True,65055,51308
815,TMED1,TMED5,0.4717380027163918,5.09745326522255,4.929273996007778,0.7607193501251034,False,ENSG00000099203,ENSG00000117500,0.54185,WGD,False,False,False,False,True,11018,50999
816,OR8A1,OR8D4,0.6037843509285514,0.0009821567306035166,0.00028857729491717167,0.8441842692844235,False,ENSG00000196119,ENSG00000181518,0.616564,SSD,False,False,False,True,True,390275,338662
817,PALM,PALM2,0.8337857208709503,0.6781389640286857,0.6498734246357363,0.9421859565704441,False,ENSG00000099864,ENSG00000243444,0.400517,SSD,False,False,False,False,True,5064,114299
818,FKBP4,FKBP5,0.11131602756765116,3.8710313299821233,3.168696171707363,0.3529057287685813,False,ENSG00000004478,ENSG00000096060,0.546841,WGD,True,True,False,False,True,2288,2289
819,FKBP6,FKBP5,0.14320405613041426,3.844870518090413,4.521610822789,0.40701277828316174,False,ENSG00000077800,ENSG00000096060,0.29052,SSD,True,True,False,False,True,8468,2289
820,KRT86,KRT81,0.8797259919185123,2.3085242671014994,2.182468940312458,0.9564955200571384,False,ENSG00000170442,ENSG00000205426,0.940329,SSD,False,False,False,True,True,3892,3887
821,RHOT2,RHOT1,0.5158218431407546,4.287694315988795,4.443748394371667,0.7874935417928083,False,ENSG00000140983,ENSG00000126858,0.5987060000000001,WGD,True,False,False,False,True,89941,55288
822,APLNR,AGTR1,0.06089470228827299,0.32775329481318444,0.8797727489960123,0.2387921068470128,False,ENSG00000134817,ENSG00000144891,0.278947,SSD,False,False,False,False,True,187,185
823,PRSS50,TPSAB1,0.3060899059972073,0.1584918271697446,0.06876852295287272,0.630368439761197,False,ENSG00000206549,ENSG00000172236,0.233766,SSD,False,False,False,False,True,29122,7177
824,HNRNPR,SYNCRIP,0.09121271955029762,6.527423071419546,6.430925187270714,0.3101232464710119,False,ENSG00000125944,ENSG00000135316,0.814465,WGD,True,True,True,False,True,10236,10492
825,ZFR,ZFR2,0.8597897060669365,0.35985168534619955,0.3781801344721125,0.950734027559731,False,ENSG00000056097,ENSG00000105278,0.426443,WGD,False,False,False,False,True,51663,23217
826,HIPK1,HIPK2,0.3070783251880671,3.2506572778654235,2.854916146531615,0.630368439761197,False,ENSG00000163349,ENSG00000064393,0.64876,WGD,True,True,False,False,True,204851,28996
827,TM7SF2,LBR,0.7863114339323667,5.5574299548482085,5.603523030873751,0.928180820570457,False,ENSG00000149809,ENSG00000143815,0.576555,WGD,False,False,False,False,True,7108,3930
828,TSSK6,TSSK3,0.6762541404274296,1.0960759737656949,1.1487149314099565,0.8758614730652803,False,ENSG00000178093,ENSG00000162526,0.472527,WGD,False,False,False,False,True,83983,81629
829,DDX39B,DDX39A,1.3457538334862411e-08,6.9700687888854285,6.628719310598978,3.138366952707016e-07,True,ENSG00000198563,ENSG00000123136,0.8925230000000001,SSD,True,True,False,False,True,7919,10212
830,MMP17,MMP25,0.07451016366756746,0.6292942923043225,0.8133146165272667,0.2696172859376907,False,ENSG00000198598,ENSG00000008516,0.429519,WGD,False,False,False,False,True,4326,64386
831,PDPR,SARDH,0.8836104928885876,0.7644967558716521,0.7056334510825001,0.956718742002584,False,ENSG00000090857,ENSG00000123453,0.317406,SSD,False,False,False,False,True,55066,1757
832,AP4S1,AP2S1,0.20413718512321308,7.383736183741281,7.199377500827692,0.4937839624190487,False,ENSG00000100478,ENSG00000042753,0.289308,SSD,True,False,False,False,True,11154,1175
833,DRGX,PHOX2A,0.0285870545280078,0.28826034868872136,1.5322565678320836,0.14182088599400072,False,ENSG00000165606,ENSG00000165462,0.315589,SSD,False,False,False,False,True,644168,401
834,TWF1,TWF2,0.10490829809432298,5.346659855299446,5.228987232502437,0.337749016342608,False,ENSG00000151239,ENSG00000247596,0.627451,WGD,False,False,False,False,True,5756,11344
835,TP63,TP73,1.906311255346641e-05,1.2717545067707097,2.027261368658443,0.00028896501445629507,False,ENSG00000073282,ENSG00000078900,0.5102939999999999,WGD,False,False,False,False,True,8626,7161
836,EPC1,EPC2,0.017769661093047392,3.481635958747938,3.3121603622137674,0.09912368955696517,True,ENSG00000120616,ENSG00000135999,0.539474,WGD,True,True,True,False,True,80314,26122
837,GDF11,MSTN,0.7112397689655149,0.21430723936848955,0.13916881685224167,0.8990584709855952,False,ENSG00000135414,ENSG00000138379,0.5651109999999999,WGD,False,False,False,False,True,10220,2660
838,RBM23,RBM39,0.347682873469359,7.731878900907499,7.640650114840003,0.6678301444992227,False,ENSG00000100461,ENSG00000131051,0.587699,WGD,True,True,False,False,True,55147,9584
839,TNFSF10,TNFSF11,0.010422858783467569,0.08497478687841455,0.31652559489682724,0.06641536113439894,False,ENSG00000121858,ENSG00000120659,0.234875,SSD,True,False,False,False,True,8743,8600
840,SAMD4B,SAMD4A,5.046971758270055e-09,3.00622161453914,2.0325889879913346,1.3702151684019746e-07,True,ENSG00000179134,ENSG00000020577,0.6397689999999999,WGD,False,False,False,False,True,55095,23034
841,CD1D,CD1E,0.6310799622568398,0.06306439376664616,0.10569654166622897,0.8573072825580221,False,ENSG00000158473,ENSG00000158488,0.525373,SSD,False,False,False,True,True,912,913
842,PPA2,PPA1,0.0434791122003054,7.2860004925630975,7.409648342612397,0.19103503645496506,False,ENSG00000138777,ENSG00000180817,0.532934,WGD,False,False,False,False,True,27068,5464
843,PSME1,PSME2,0.4909163770547354,7.428661457522233,7.490059955140574,0.7704718635570005,False,ENSG00000092010,ENSG00000100911,0.408,SSD,True,True,True,True,True,5720,5721
844,ITIH4,ITIH3,0.5268583761897385,0.21005311099346846,0.12441506969584612,0.7939280022005959,False,ENSG00000055955,ENSG00000162267,0.394624,SSD,False,False,False,True,True,3700,3699
845,FCHO2,FCHO1,0.033379649885045944,2.3003512480922765,1.585223434337136,0.15894655272486538,False,ENSG00000157107,ENSG00000130475,0.47284,WGD,False,False,False,False,True,115548,23149
846,RIC8A,RIC8B,0.8815894585945091,2.876277084175972,2.9031264039793334,0.9564955200571384,False,ENSG00000177963,ENSG00000111785,0.486034,WGD,False,False,False,False,True,60626,55188
847,CHCHD3,CHCHD6,4.8068893035632037e-08,4.659218505892932,3.9148851542569436,1.0286743109625257e-06,True,ENSG00000106554,ENSG00000159685,0.35682800000000003,WGD,True,False,True,False,True,54927,84303
848,ABCG1,ABCG4,0.8407461446074058,0.28536828371709555,0.294292519540973,0.9434406150776504,False,ENSG00000160179,ENSG00000172350,0.679941,WGD,False,False,False,False,True,9619,64137
849,CNIH1,CNIH3,0.6682340765690391,1.9695475450896105,1.8604001127906773,0.8726989378865161,False,ENSG00000100528,ENSG00000143786,0.75,WGD,False,False,False,False,True,10175,149111
850,SPAG9,MAPK8IP3,0.9949554430824312,5.2092845464488935,5.207440197730908,0.9960590356994258,False,ENSG00000008294,ENSG00000138834,0.581378,WGD,True,True,False,False,True,9043,23162
851,AZIN1,ODC1,0.17770044929529005,6.872830261156246,6.545860684315714,0.4607586000030982,False,ENSG00000155096,ENSG00000115758,0.506696,WGD,True,False,False,False,True,51582,4953
852,IMPDH2,IMPDH1,6.039094300353565e-08,5.627046379074706,5.183108676275189,1.2342823070048466e-06,True,ENSG00000178035,ENSG00000106348,0.840467,WGD,False,False,False,False,True,3615,3614
853,PRKACA,PRKACB,0.0015720051385707866,3.363860423103041,1.8596356733486432,0.01444180478313263,True,ENSG00000072062,ENSG00000142875,0.903134,WGD,True,False,False,False,True,5566,5567
854,SLC7A5,SLC7A8,0.0001034807050140514,2.16565640003541,1.4883103412383574,0.0012804857307521056,True,ENSG00000103257,ENSG00000092068,0.5147930000000001,WGD,True,False,False,False,True,8140,23428
855,PUM1,PUM2,0.0977493357792764,5.139741595688839,5.030112848019383,0.3238725715528302,False,ENSG00000134644,ENSG00000055917,0.700337,WGD,False,False,False,False,True,9698,23369
856,CTNND1,ARVCF,0.14677425694938304,2.768346393506594,3.320861939137272,0.4120098354798267,False,ENSG00000198561,ENSG00000099889,0.4628100000000001,WGD,True,False,False,False,True,1500,421
857,UCK1,UCK2,0.639892964381583,5.851887171140037,5.953718682882726,0.858656899576669,False,ENSG00000130717,ENSG00000143179,0.631206,WGD,False,False,False,False,True,83549,7371
858,VPS33A,VPS33B,0.4896012889937101,3.5772206894520004,3.53097940195325,0.7704718635570005,False,ENSG00000139719,ENSG00000184056,0.32382500000000003,SSD,True,True,False,False,True,65082,26276
859,CDC14B,CDC14A,0.628170043801414,1.7345846916573,1.8617355577313333,0.856614473328838,False,ENSG00000081377,ENSG00000079335,0.5100399999999999,WGD,False,False,False,False,True,8555,8556
860,ARF4,ARF5,6.388047256192189e-07,7.4375068018092465,7.1730577611030535,1.1979235009292364e-05,True,ENSG00000168374,ENSG00000004059,0.8611110000000001,WGD,False,False,False,False,True,378,381
861,PAQR6,PAQR5,0.2937556495558316,1.5185870457470303,1.167450539712425,0.6149562074697053,False,ENSG00000160781,ENSG00000137819,0.267806,SSD,False,False,False,False,True,79957,54852
862,MTRF1L,MTRF1,0.8485020050628537,3.2525074896797164,3.26576523527625,0.9479125772266244,False,ENSG00000112031,ENSG00000120662,0.44736800000000004,WGD,False,False,False,False,True,54516,9617
863,HOXC11,HOXA11,0.6325723668120907,1.302339090877542,1.5137641551812222,0.8580530464065571,False,ENSG00000123388,ENSG00000005073,0.536184,WGD,False,False,False,False,True,3227,3207
864,HOXD11,HOXA11,0.042852183478871916,1.3351221666049022,0.8705793559127742,0.18973558864413084,False,ENSG00000128713,ENSG00000005073,0.4733729999999999,WGD,False,False,False,False,True,3237,3207
865,TLCD1,TLCD2,0.7380672693901129,1.2298136180849206,1.1950286078152024,0.9095829017754848,False,ENSG00000160606,ENSG00000185561,0.279352,SSD,False,False,False,True,True,116238,727910
866,ZFP69,ZFP69B,0.08559081224681094,1.7268886826752718,2.2084495417047783,0.2948668323427066,False,ENSG00000187815,ENSG00000187801,0.697719,SSD,False,False,False,True,True,339559,65243
867,ARID3A,ARID3B,0.6697568539250007,2.6421708464186002,2.6851941603550484,0.8726989378865161,False,ENSG00000116017,ENSG00000179361,0.408094,WGD,False,False,False,False,True,1820,10620
868,NEK1,NEK5,0.28946339017066913,0.23193360336334215,0.09391510824512858,0.6083749027177858,False,ENSG00000137601,ENSG00000197168,0.208398,WGD,False,False,False,False,True,4750,341676
869,PRODH2,PRODH,0.04826299583904205,1.7202102955096414,2.220755706309424,0.2051177323159287,False,ENSG00000250799,ENSG00000100033,0.345149,SSD,False,False,False,False,True,58510,5625
870,MET,MST1R,0.3169311085234147,2.3534930845412183,1.5004748764902858,0.6408435311431928,False,ENSG00000105976,ENSG00000164078,0.335938,WGD,True,False,False,False,True,4233,4486
871,DOCK7,DOCK6,0.36866209057994015,3.3169859114795064,3.1128310557200005,0.6792289674828579,False,ENSG00000116641,ENSG00000130158,0.648053,WGD,True,True,False,False,True,85440,57572
872,MINDY2,MINDY1,0.41391830286908704,2.8905332578874563,2.8050914899070385,0.7177477530208478,False,ENSG00000128923,ENSG00000143409,0.396135,WGD,False,False,False,False,True,54629,55793
873,FIGNL1,FIGN,0.01711040691979783,1.4980703305719518,0.9289112935620176,0.09635860739044043,True,ENSG00000132436,ENSG00000182263,0.376855,WGD,False,False,False,False,True,63979,55137
874,RCOR1,RCOR3,0.5720377096659026,4.572645743346817,4.543014002199588,0.8212601372393661,False,ENSG00000089902,ENSG00000117625,0.558763,WGD,True,True,True,False,True,23186,55758
875,RCOR2,RCOR3,0.753312085138213,4.5627360577416045,4.5239459079492015,0.9152886620714582,False,ENSG00000167771,ENSG00000117625,0.581262,WGD,True,False,False,False,True,283248,55758
876,UGT2B11,UGT2B28,0.8824742300425591,0.019873189441435245,0.02695750367123333,0.9564955200571384,False,ENSG00000213759,ENSG00000135226,0.9470700000000001,SSD,False,False,False,True,True,10720,54490
877,ATP6V0A1,ATP6V0A4,0.27742228301366645,0.6043943534296066,0.30333837128435004,0.5957225175931368,False,ENSG00000033627,ENSG00000105929,0.618138,WGD,False,False,False,False,True,535,50617
878,HMGN2,HMGN4,0.2826628501061384,5.9178516451041245,5.834340935377966,0.6011243329860062,False,ENSG00000198830,ENSG00000182952,0.8666670000000001,SSD,False,False,False,False,True,3151,10473
879,PTGER3,PTGFR,0.12619997861701654,0.5936165255084239,0.015856342997333333,0.3794343158749638,False,ENSG00000050628,ENSG00000122420,0.279904,SSD,False,False,False,True,True,5733,5737
880,FGFR1OP2,SIKE1,0.9416384527526238,5.0721820429852755,5.079258552041429,0.9793255263333464,False,ENSG00000111790,ENSG00000052723,0.41502,WGD,True,False,False,False,True,26127,80143
881,MAP4K2,MAP4K3,0.7008336082148019,3.770536722481277,3.6709651917866672,0.8921038021992475,False,ENSG00000168067,ENSG00000011566,0.554878,WGD,False,False,False,False,True,5871,8491
882,RASD2,RASD1,0.2835429783958182,0.9596508966272784,0.6079381791168375,0.6011243329860062,False,ENSG00000100302,ENSG00000108551,0.642857,WGD,False,False,False,False,True,23551,51655
883,MFN2,MFN1,0.010091396959142112,4.499064022083541,4.626976704400488,0.06463468686154754,False,ENSG00000116688,ENSG00000171109,0.611625,WGD,False,False,False,False,True,9927,55669
884,TUBB4A,TUBB4B,0.3017593268653329,8.60767000308757,8.749566675975885,0.6251710883462875,False,ENSG00000104833,ENSG00000188229,0.986487,WGD,False,False,False,False,True,10382,10383
885,HNRNPUL2,HNRNPU,0.5222588126852928,7.831619705997888,7.8711391617966715,0.7916573168954564,False,ENSG00000214753,ENSG00000153187,0.412316,WGD,True,True,False,False,True,221092,3192
886,HCN2,HCN4,0.9463150838529584,0.17298814257474704,0.18198845437682998,0.9796663245456192,False,ENSG00000099822,ENSG00000138622,0.6794150000000001,WGD,False,False,False,False,True,610,10021
887,CKAP2L,CKAP2,0.9360732471349013,5.360178874159064,5.373495970564999,0.9784128884510463,False,ENSG00000169607,ENSG00000136108,0.202685,WGD,False,False,False,False,True,150468,26586
888,AHR,AHRR,3.481140104719925e-06,2.043432643769904,4.049358287688185,5.86314245415328e-05,False,ENSG00000106546,ENSG00000063438,0.254717,SSD,True,True,False,False,True,196,57491
889,ATL2,ATL1,0.2941241893890289,1.682904183535538,1.5730532015914804,0.6149562074697053,False,ENSG00000119787,ENSG00000198513,0.620926,WGD,True,False,False,False,True,64225,51062
890,ZFP36L1,ZFP36L2,3.140072152814601e-08,4.48377805368508,3.793766975591157,6.881676199963566e-07,True,ENSG00000185650,ENSG00000152518,0.56213,WGD,True,False,False,False,True,677,678
891,SLC25A20,SLC25A29,0.49877113299108,4.252184878275842,3.892785922762167,0.7754399067613457,False,ENSG00000178537,ENSG00000197119,0.352159,SSD,False,False,False,False,True,788,123096
892,SCO2,SCO1,0.002417884200496955,4.929543527301228,5.2732074360335295,0.020844224458312608,False,ENSG00000130489,ENSG00000133028,0.383459,WGD,False,False,False,False,True,9997,6341
893,FOSL1,FOSL2,0.000430256803202391,4.444199517459891,5.040313552801585,0.004658554315625888,False,ENSG00000175592,ENSG00000075426,0.490775,WGD,False,False,False,False,True,8061,2355
894,PRKCI,PRKCZ,0.06121577553958006,3.2763049210046638,4.037352368832,0.23946558216450775,False,ENSG00000163558,ENSG00000067606,0.7097319999999999,WGD,True,False,False,False,True,5584,5590
895,QKI,KHDRBS1,0.28535310514702594,6.565382511359051,6.727277930571817,0.6042576231227476,False,ENSG00000112531,ENSG00000121774,0.319648,SSD,True,False,False,False,True,9444,10657
896,ZNF205,ZNF554,0.4767864224890417,1.3381448170033712,1.4771848583765,0.7641185044119532,False,ENSG00000122386,ENSG00000172006,0.265343,SSD,False,False,False,False,True,7755,115196
897,ZNF691,ZNF554,0.417298020251476,1.3380135810894562,1.507302870702857,0.7190302125925382,False,ENSG00000164011,ENSG00000172006,0.419048,SSD,False,False,False,False,True,51058,115196
898,ZDHHC11,ZDHHC11B,0.4957541230667161,0.9508256604356444,0.6982493914033625,0.7740572339786133,False,ENSG00000188818,ENSG00000206077,0.8567959999999999,SSD,False,False,False,True,True,79844,653082
899,FLI1,ERG,0.9411140374509436,0.3936943232513445,0.37667979494977505,0.9793255263333464,False,ENSG00000151702,ENSG00000157554,0.676991,WGD,True,False,False,False,True,2313,2078
900,PPP6R2,PPP6R3,0.8767540756799577,5.559009984978187,5.5392884216187985,0.9548721409133434,False,ENSG00000100239,ENSG00000110075,0.446298,WGD,True,True,False,False,True,9701,55291
901,ALAS1,ALAS2,0.9521956201083026,0.08942305947326395,0.08321834429815456,0.9809844435262524,False,ENSG00000023330,ENSG00000158578,0.564062,WGD,False,False,False,False,True,211,212
902,PTPRG,PTPRZ1,0.8771805098769636,0.9504891087369208,0.8633361106271801,0.9548721409133434,False,ENSG00000144724,ENSG00000106278,0.487889,WGD,False,False,False,False,True,5793,5803
903,PPP1CB,PPP1CC,0.6910644376929505,6.746487752891087,6.765188986053767,0.8857692309092572,False,ENSG00000213639,ENSG00000186298,0.8623850000000001,SSD,False,False,False,False,True,5500,5501
904,PPP1CA,PPP1CC,0.028289160519221205,6.812393124781908,6.713848651749504,0.1417575288828192,False,ENSG00000172531,ENSG00000186298,0.868035,WGD,True,True,False,False,True,5499,5501
905,FAM162B,FAM162A,0.977530433336372,5.821695058873187,5.830005830309999,0.9917054424087344,False,ENSG00000183807,ENSG00000114023,0.37037,WGD,False,False,False,False,True,221303,26355
906,SYT5,SYT2,0.4190686373022002,0.16820787698757564,0.0927818000082,0.7204970238683386,False,ENSG00000129990,ENSG00000143858,0.601036,WGD,False,False,False,False,True,6861,127833
907,CTSO,CTSZ,0.4819997661117702,5.794106051606438,5.030624119797667,0.7670748889377156,False,ENSG00000256043,ENSG00000101160,0.22118400000000002,SSD,False,False,False,False,True,1519,1522
908,MMP25,MMP17,0.9651037476264516,2.351121184331952,2.3327113942708846,0.9882486983214176,False,ENSG00000008516,ENSG00000198598,0.460854,WGD,False,False,False,False,True,64386,4326
909,HIST2H2BE,HIST1H2BJ,0.5015386798428568,2.7459553409938633,2.8394536488648097,0.7766804789368891,False,ENSG00000184678,ENSG00000124635,0.992064,SSD,True,True,False,False,True,8349,8970
910,MOK,ICK,0.21897426725767136,2.636385872440693,2.752166391743427,0.5152835603385566,False,ENSG00000080823,ENSG00000112144,0.32458200000000004,SSD,False,False,False,False,True,5891,22858
911,ITPKA,ITPKB,0.012405192615413145,2.0251859857173584,3.0725863418666672,0.07597658372874247,False,ENSG00000137825,ENSG00000143772,0.498915,WGD,False,False,False,False,True,3706,3707
912,ACHE,BCHE,0.6739807690532846,1.7569071675862995,1.9213814756489735,0.8750685359799606,False,ENSG00000087085,ENSG00000114200,0.470016,WGD,False,False,False,False,True,43,590
913,TRUB2,TRUB1,0.07437055392995981,3.880138556656516,3.988414338360948,0.2696172859376907,False,ENSG00000167112,ENSG00000165832,0.223565,SSD,False,False,False,False,True,26995,142940
914,NPL,HOGA1,0.3223019052627329,0.9478375276213188,0.5020062856642714,0.6414721774162015,False,ENSG00000135838,ENSG00000241935,0.240625,SSD,False,False,False,False,True,80896,112817
915,ATP6V1C1,ATP6V1C2,9.571653140049563e-10,1.8668540035211445,1.3750593854925173,2.9509893325000262e-08,True,ENSG00000155097,ENSG00000143882,0.6099479999999999,WGD,False,False,False,False,True,528,245973
916,PYGM,PYGB,0.7828770699517074,5.800215685178572,5.857340970188486,0.9275747921789244,False,ENSG00000068976,ENSG00000100994,0.832542,WGD,False,False,False,False,True,5837,5834
917,STAT3,STAT1,0.0575142806807354,5.512798064371683,6.22935281829625,0.23076151239641265,False,ENSG00000168610,ENSG00000115415,0.5090910000000001,WGD,True,False,False,False,True,6774,6772
918,IGF2BP2,IGF2BP1,0.1237277634823154,2.0514638494112742,2.963319833353625,0.3738551524490559,False,ENSG00000073792,ENSG00000159217,0.642975,SSD,True,True,False,False,True,10644,10642
919,IGF2BP3,IGF2BP1,0.3510626292839525,2.0530008673797466,2.42673286192693,0.672900866878303,False,ENSG00000136231,ENSG00000159217,0.734024,WGD,True,True,False,False,True,10643,10642
920,CILP2,CILP,0.604269605542973,0.16982035734044493,0.047200059008650014,0.8442138344720952,False,ENSG00000160161,ENSG00000138615,0.495675,WGD,False,False,False,False,True,148113,8483
921,SLC9B1,SLC9B2,0.17509757667068504,2.9795602198163014,3.1184943345045912,0.4592196986038082,False,ENSG00000164037,ENSG00000164038,0.5456310000000001,SSD,False,False,False,True,True,150159,133308
922,BECN1,BECN2,0.3085064323787147,0.05397760418267414,0.011418415944853334,0.630368439761197,False,ENSG00000126581,ENSG00000196289,0.5244439999999999,SSD,True,True,False,False,True,8678,441925
923,ARPP19,ENSA,0.985231536418592,7.67100189527599,7.673289580450323,0.9927604937802104,False,ENSG00000128989,ENSG00000143420,0.671756,WGD,False,False,False,False,True,10776,2029
924,LRRC1,LRRIQ4,0.1953241634489906,0.10459864777384854,0.15168500016168618,0.4833940861411073,False,ENSG00000137269,ENSG00000188306,0.215649,SSD,False,False,False,False,True,55227,344657
925,CYP26A1,CYP26C1,0.7898291775680765,0.02612802367372716,0.017284206374522222,0.928180820570457,False,ENSG00000095596,ENSG00000187553,0.454728,SSD,False,False,False,True,True,1592,340665
926,DUSP22,DUSP15,0.9139290128237478,0.7450534637430056,0.7639323166973226,0.9665330664688356,False,ENSG00000112679,ENSG00000149599,0.4243899999999999,WGD,False,False,False,False,True,56940,128853
927,RELA,REL,0.36652434128500666,1.9562757492760108,1.886894318577824,0.6789284896104146,False,ENSG00000173039,ENSG00000162924,0.408348,WGD,True,True,True,False,True,5970,5966
928,DYNLT1,DYNLT3,0.0006844194759115902,3.962358561378737,3.021039485149696,0.007114051581046756,True,ENSG00000146425,ENSG00000165169,0.5398229999999999,WGD,True,True,True,False,True,6993,6990
929,SULT2B1,SULT2A1,0.00233063015151836,0.0735390080353203,0.5858539496752,0.020284288256516254,False,ENSG00000088002,ENSG00000105398,0.372603,SSD,False,False,False,True,True,6820,6822
930,LYZL4,SPACA3,0.5017039927162423,0.09748450761827486,0.02910198791046,0.7766804789368891,False,ENSG00000157093,ENSG00000141316,0.445205,WGD,False,False,False,False,True,131375,124912
931,B4GALT3,B4GALT1,0.006737919108901533,5.1481956434505625,4.7701236113039585,0.047689785443937316,True,ENSG00000158850,ENSG00000086062,0.442748,SSD,False,False,False,False,True,8703,2683
